app_text_login_from_google_account,You can also login into the store from your Google account!
app_text_text_warning,Warning!
app_text_update_address_if_exists,You can update shipping address or choose any other address if exists!
app_text_continue_to_checkout_click_msg,You can checkout products in shopping cart by simply clicking on the button \'Continue to Checkout\'!
app_text_please_enter_store_url,Please enter store URL
app_text_product_not_desired_quantity,Some of the products in the cart are not available in the desired quantity or not in stock. Please remove such product(s) from cart!
app_text_select_shipping_methods,Select Shipping Method(s)
app_text_send_email,Send email...
app_text_error_in_google_sign_in,Some error in google login.Please try again.
app_text_process_payment_problem,Some error occurred while processing the payment. Kindly try again.
app_text_text_state,State
app_text_update_address,Update Address
app_text_unit_price,Unit Price
app_text_total_price,Total Price
app_text_text_totals,totals
app_text_text_success,Success!
app_text_sale,Sale
app_text_new,New
app_text_share_api_log,Share API log
app_text_report_via_email,Report
app_text_view_your_store,View Your Store
app_text_view_demo,View Demo
app_text_search,Search
app_text_wishlist,Wishlist
app_text_select_language,Select language
app_text_select_font,Select font
app_text_share_feedback,Share feedback / Custom change request
app_text_enter_state,Enter state
app_text_choose_your_app_theme,Choose Your App Theme
app_text_terms_and_conditions,Terms and Conditions of Use
app_text_wishlist_only,Wishlist
app_text_wishlist_remove,Remove from Wishlist
app_text_state_not_required,State not required for selected country
app_text_currencies,Currency(s)
app_text_payment_failed,Some error occurred while processing the payment. Kindly try again
app_text_entered_wrong_url,You might have entered wrong URL or you have not installed our mobile app builder bodule.
app_text_fill_all_required_fields,Please fill all the required fields.
app_text_extra_share,Available here :
app_text_intent_title,Share
app_text_ok,OK
app_text_explore_the_app,Explore the App
app_text_hour,Hour
app_text_min,Minutes
app_text_sec,Seconds
app_text_install_whatsapp,Whatsapp is not installed on your device
app_text_no_account_registered,No account is registered for the biometric authentication in this device. Please register an account first.
app_text_confirm_for_authentication,Confirm your fingerprint or face to authenticate.
app_text_login_with_fingerprint,Login with Fingerprint
app_text_register_for_fingerprint,Register for Fingerprint Login
app_text_biometric_not_available,Biometric authentication is not available for this device.
app_text_fingerprint_not_recognized,Touch ID does not recognize your fingerprint. Please try again with your enrolled fingerprint.
app_text_face_not_recognizes,Face ID does not recognize your face. Please try again with your enrolled face.
app_text_fingerprint_or_face_not_enrolled,No fingerprints/face enrolled in the device.
app_text_biometry_locked_out,Functionality is locked now because of too many failed attempts.
app_text_register_for_fingerpring,Register for Fingerprint
app_text_register_for_fingerprint_details,Do you want to register this account for fingerprint functionality. Once done you can login into this account without using email Id or password just using the fingerprint verification.
app_text_register,Register
app_text_verify,Verify
app_text_get_otp,Get OTP
app_text_mobile_number,Mobile Number
app_text_mobile_number_optional,Mobile Number (Optional)
app_text_error_number_verification,Mobile number could not be verified! Please try again with the correct OTP number!
app_text_phone_number_already_exists,Phone number is already registered. Please try again with another phone number!
app_text_number_verification,Number Verification
app_text_number_verification_description,You need to verify the phone number. Please enter the phone number and submit
app_text_login_with_phone_number,Login with Phone Number
app_text_forget_password_description,Enter the e-mail address or phone number associated with your account.
app_text_enter_email_or_mobile_number,Enter email or mobile number
app_text_phone_number_change_message,One phone number is already registered with this account. You can only change the contact number. Please enter valid phone number.
app_text_enter_otp,Enter OTP
app_text_related_products,Related Products
app_text_view_reviews,View Reviews
app_text_write_reviews,Write reviews
app_text_please_fill_all_details,Please fill all details
app_text_close,Close
app_text_add_review,Add Review
app_text_write_a_review,Write a review
app_text_nick,Nick
app_text_title,Title
app_text_no_reviews,No Reviews for the product
app_text_number_of_reviews,Number of reviews
app_text_minimum_rating,Please add minimum rating
app_text_error,Error
app_text_no_reviews,No Reviews
